date,lon,lat,type,elevation,Barren,Cultivated and Managed Vegetation,Deciduous Broadleaf Trees,Evergreen Broadleaf Trees,Evergreen Deciduous Needleleaf Trees,Herbaceous Vegetation,Mixed-Other Trees,Open Water,Regularly Flooded Vegetation,Shrubs,Snow-Ice,Urban-Built-up,distance_light,night light,distance_water,Temperature,Air_pressure,U_Wind,V_wind,Precipitation,NDVI
2011/5/4,121.6856032,37.33581929,0,88,0,52,0,0,0,0,39,0,0,9,0,0,7916.63619,0,2895.909979,287.8494917,99362.45648,0.735137411,1.805520624,0.000176603,0.62263501
2011/5/4,129.606,48.298,1,317,0,33,14,0,1,0,53,0,0,0,0,0,8184.622406,0,72066.21767,281.4622672,96572.26339,-0.118414632,0.500679003,0.001706165,0.51618999
2011/5/5,111.814174,37.39877658,0,1112,0,64,0,0,0,36,0,0,0,0,0,0,9121.716519,0,10568.94777,287.6538478,86763.35938,0.470729402,-0.156600207,0.002525815,0.383619995
2011/5/5,129.626,48.281,1,393,4,0,0,0,19,0,77,0,0,0,0,0,10608.53674,0,70453.2911,282.2063337,96590.01563,-0.041641125,0.694220373,0.001911204,0.51618999
2011/5/14,97.80754892,28.65478547,0,4239,0,20,0,0,15,65,0,0,0,0,0,0,124384.8569,0,16585.23938,273.022474,59432.12221,0.505429081,0.139848764,0.000581943,0.340480005
2011/5/14,129.597,48.311,1,321,0,40,21,0,4,0,35,0,0,0,0,0,7700.550642,0,72492.98875,282.1373858,96116.1384,-0.728400809,0.326571309,0.001607884,0.51618999
2011/5/14,93.15955691,35.19837046,0,4603,0,26,0,0,0,74,0,0,0,0,0,0,165269.6094,0,2101.769292,270.494485,57952.86217,0.61228317,-1.352056227,0.000987773,0.192730005
2011/5/14,130.138,48.986,1,90,0,75,0,0,13,0,13,0,0,0,0,0,31393.01893,0,1044.365662,283.4949602,99308.55804,-0.495520319,0.102430399,0.00176552,0.41423999
2011/5/24,126.4778107,44.66155221,0,203,0,100,0,0,0,0,0,0,0,0,0,0,22481.35374,0,2168.211904,289.4131339,98881.98884,0.084079232,2.144843144,0.000746076,0.349594995
2011/5/24,129.596,48.302,1,314,0,28,25,0,4,0,44,0,0,0,0,0,7170.232663,0,72967.78743,287.250218,96882.96094,0.697404589,0.84261533,0.000311304,0.51618999
2011/5/24,90.0704472,37.04824762,0,4103,63,0,0,0,0,13,0,0,0,24,0,0,116616.6072,0,15913.65247,274.5135803,62314.1981,1.320691815,0.016939223,0.000947371,0.081059998
2011/5/24,128.324,49.657,1,118,0,34,0,0,0,66,0,0,0,0,0,0,12316.07947,0,11798.23588,289.2802037,99380.88616,0.49104275,1.233164359,0.000163873,0.41468501
2011/6/3,112.7043027,41.61601338,0,1407,0,48,0,0,0,52,0,0,0,0,0,0,36224.23197,0,18746.77806,289.298706,84344.69978,1.42214099,-0.389431119,0.000631309,0.248525
2011/6/3,129.608,48.348,1,318,0,0,0,0,19,0,81,0,0,0,0,0,12327.50401,0,70088.26274,286.3033142,96101.54688,-0.624382053,0.819925968,0.002495226,0.849640039
2011/6/3,94.86638715,37.56221306,0,3070,100,0,0,0,0,0,0,0,0,0,0,0,66889.38692,0,37394.56887,286.4286281,70256.68527,0.912348262,-1.364472291,9.59E-05,0.057584998
2011/6/3,128.266,49.627,1,112,0,48,0,0,0,29,23,0,0,0,0,0,19303.55709,0,9428.213611,289.2758528,98930.34598,-0.913414972,0.766918208,0.001186237,0.68737998
2011/6/13,99.58317759,41.7420786,0,1014,100,0,0,0,0,0,0,0,0,0,0,0,55327.94004,0,127019.0983,302.6218,88587.04018,-1.746185354,0.423819167,1.04E-05,0.067959998
2011/6/13,129.631,48.258,1,458,0,0,17,0,7,0,76,0,0,0,0,0,11158.48609,0,70754.68666,288.7560774,96352.07589,0.991103053,0.025316683,0.004336841,0.81616001
2011/6/13,92.57792452,28.12035431,0,5409,55,0,0,0,0,45,0,0,0,0,0,0,38122.65931,0,2398.740568,274.2780108,54333.97991,-0.020438892,0.570599088,0.005728151,0.086865002
2011/6/13,128.466,50.582,1,179,0,100,0,0,0,0,0,0,0,0,0,0,35391.63493,0,34981.08494,291.5311628,98311.01005,0.569993922,-0.461446843,0.000663887,0.693554981
2011/6/23,115.7380466,39.44479393,0,58,0,100,0,0,0,0,0,0,0,0,0,0,4634.241964,1.01243639,15629.85759,298.9440395,99407.36943,-0.293939795,0.155737179,0.007507221,0.43975
2011/6/23,127.885,49.798,1,125,0,59,0,0,0,15,26,0,0,0,0,0,16684.76942,0,14429.19079,292.0441197,98875.7913,0.016850965,-0.481775586,0.001323804,0.61671001
2011/6/23,126.4653326,51.36467068,0,375,0,0,0,0,20,0,80,0,0,0,0,0,66993.22723,0,36290.71193,290.4219753,96713.91518,0.291016647,-0.184970498,0.001424003,0.848865039
2011/6/23,128.46,50.586,1,179,0,68,0,0,0,12,20,0,0,0,0,0,35405.19193,0,35946.92786,290.6599993,98407.52232,-0.211541261,-0.036393668,0.003828683,0.69974502
2011/7/1,89.18458114,29.64030777,0,4939,0,48,0,0,0,52,0,0,0,0,0,0,56072.28359,0,31258.02982,279.8020673,55890.83929,-0.031489457,1.281122667,0.003928879,0.338494995
2011/7/1,127.814,49.95,1,136,0,80,0,0,0,6,14,0,0,0,0,0,9132.285044,0,10864.08308,295.1350272,98126.33482,0.173013823,0.028804864,0.001672124,0.72115498
2011/7/11,88.81492078,43.35577946,0,2269,48,0,0,0,0,52,0,0,0,0,0,0,29086.0396,0,28491.52107,292.8731471,78915.62388,0.133225373,-0.452908193,0.000563829,0.223575
2011/7/11,127.89,49.996,1,154,0,59,0,0,0,18,22,0,0,0,0,0,5955.576365,0.31282112,4938.603913,294.2186933,98822.77344,-0.886996269,0.085347082,0.004244334,0.76374502
2011/7/11,98.46876817,32.4183662,0,4461,0,0,0,0,0,76,0,0,0,0,24,0,80234.69854,0,31914.83576,279.2776228,59736.62165,-0.368591973,-0.323002798,0.005505299,0.67498501
2011/7/11,128.333,50.519,1,180,0,66,0,0,0,13,20,0,0,0,0,0,33654.79951,0,28543.22249,293.9660775,98743.70871,-1.257786444,0.155815636,0.004818897,0.74376499
2011/7/21,84.15483615,37.3904606,0,1643,100,0,0,0,0,0,0,0,0,0,0,0,49622.58655,0,113549.1384,300.8085545,81423.20313,-1.822382127,-0.321376332,6.10E-05,0.047685001
2011/7/21,127.782,49.948,1,129,0,75,0,0,0,25,0,0,0,0,0,0,10376.30132,0,12898.6978,298.0248326,98806.3058,-0.618944883,1.274508442,0.001776856,0.72115498
2011/7/21,89.79174394,35.41725901,0,5100,46,0,0,0,0,24,0,0,0,30,0,0,236667.5787,0,17533.32569,279.4076146,56164.02455,-2.265779981,-0.053044242,0.002358773,0.128440002
2011/7/21,128.381,50.54,1,187,0,100,0,0,0,0,0,0,0,0,0,0,35624.88074,0,34930.24849,297.9123012,98575.11719,-0.452286737,1.785325927,0.002225708,0.762375
2011/7/31,97.00020499,32.17824453,0,4350,0,48,0,0,0,52,0,0,0,0,0,0,56465.4133,0,45792.71112,283.3035845,60786.78627,-0.159353878,0.232934977,0.006544987,0.725975
2011/7/31,127.831,49.934,1,139,0,51,0,0,0,24,24,0,0,0,0,0,6333.742038,0,13038.21119,296.2656294,98772.82924,-1.01834556,1.745513695,0.002332982,0.72115498
2011/7/31,114.4443353,44.90227992,0,1387,48,0,0,0,0,52,0,0,0,0,0,0,150848.2863,0,30325.80847,291.2626386,85468.32366,1.210172687,-0.565134125,0.001417252,0.360469995
2011/7/31,128.337,50.52,1,181,0,100,0,0,0,0,0,0,0,0,0,0,33653.32002,0,28980.29953,296.1202959,98575.34933,-1.400086599,2.257232002,0.00204343,0.762375
2011/8/10,87.65717023,47.81972696,0,1024,48,0,0,0,0,52,0,0,0,0,0,0,50665.14589,0,22313.3264,293.0146615,91130.87612,1.548026391,-1.339997453,0.000451631,0.264219995
2011/8/10,127.838,49.938,1,143,0,51,0,0,0,26,23,0,0,0,0,0,6608.585802,0,12246.77615,296.0672433,98499.89732,0.437751302,-0.849623765,0.002051857,0.78188501
2011/8/10,107.6319938,30.74828199,0,480,0,89,0,11,0,0,0,0,0,0,0,0,14290.63615,0,6962.206494,300.8241097,94304.47657,-0.840810222,0.271958781,0.000311816,0.67427998
2011/8/10,128.367,50.522,1,181,0,72,0,0,0,8,20,0,0,0,0,0,32929.92214,0,31650.6071,295.5064959,98245.15179,0.330465231,-0.795830693,0.001146439,0.763625
2011/8/20,107.3540023,22.48682255,0,378,0,11,0,35,5,0,49,0,0,0,0,0,3857.618625,0,2869.610572,299.1981899,98385.19755,-0.454953466,0.583760415,0.004621986,0.65817998
2011/8/20,128.247,49.634,1,113,0,30,0,0,18,26,26,0,0,0,0,0,21140.77937,0,10441.53628,291.5209263,99773.93862,0.778637869,-0.191052113,0.001432073,0.76368501
2011/8/20,107.5838278,24.66289334,0,478,0,33,7,15,12,0,31,0,0,2,0,0,19104.15714,0.123806506,21090.51822,297.469077,93530.02009,-0.569979344,1.206955756,0.002760827,0.73741499
2011/8/20,128.332,50.496,1,170,0,100,0,0,0,0,0,0,0,0,0,0,30008.63875,0,25731.51511,291.0850045,99003.85045,0.17062211,-0.347856275,0.002287779,0.77969502
2011/8/30,115.7946428,44.80278619,0,964,31,0,0,0,0,69,0,0,0,0,0,0,6505.004711,0,13443.41428,293.1260289,90124.03906,0.519919046,-0.096133964,3.48E-05,0.353530005
2011/8/30,128.331,49.688,1,132,0,93,0,0,0,7,0,0,0,0,0,0,12959.84544,0,12600.33267,292.1753366,99130.07701,1.536836658,0.769733369,0.003794605,0.76364502
2011/8/30,119.8676094,32.08783398,0,0,9,48,0,0,0,0,15,23,5,0,0,0,1030.419501,1.955241919,0,298.8839591,100643.6797,-2.662058643,-0.112129135,0.003144018,0.6538
2011/8/30,128.422,50.005,1,187,0,83,0,0,0,17,0,0,0,0,0,0,42403.20356,0,27183.39646,291.6778172,98733.05692,1.319774398,0.673866941,0.004190331,0.78639502
2011/9/9,85.34326648,38.36124738,0,1189,100,0,0,0,0,0,0,0,0,0,0,0,37245.79972,0,19246.94153,298.5016131,87509.26116,-3.459670884,-1.23173124,1.49E-08,0.076004999
2011/9/9,128.474,49.605,1,106,0,54,0,0,26,20,0,0,0,0,0,0,3186.881129,0,839.1838507,288.8561532,99382.03125,1.663318038,0.477522518,2.00E-05,0.616679981
2011/9/9,98.18253748,40.13037153,0,1288,100,0,0,0,0,0,0,0,0,0,0,0,31171.17352,0,38246.34631,291.1429225,86578.71987,-0.834404537,-0.239278459,1.74E-05,0.067965002
2011/9/9,124.951,47.47,1,160,20,65,0,0,0,14,0,0,0,0,0,0,45474.82203,0,22278.37003,289.0452663,99164.6038,1.454911028,1.121577944,8.21E-05,0.55754502
2011/9/19,113.2783226,38.46502222,0,1247,0,0,0,0,11,0,40,0,0,49,0,0,8302.932304,0,31157.27672,284.5411726,90158.61831,0.106280131,0.075380034,0.00367997,0.623775
2011/9/19,128.168,49.656,1,118,0,69,0,0,1,10,20,0,0,0,0,0,21049.88615,0,4321.645715,283.3579145,99835.1183,1.848253267,-0.581194346,8.45E-05,0.58821001
2011/9/19,84.9308655,42.08289392,0,1323,100,0,0,0,0,0,0,0,0,0,0,0,15376.61096,0,26352.20095,289.4766758,84736.67634,0.442494035,-0.047056219,0.000171052,0.181540002
2011/9/19,128.3,49.659,1,114,0,84,0,0,0,16,0,0,0,0,0,0,15002.8504,0,13299.59284,283.4676121,99815.12278,1.874271188,-0.578856332,9.69E-05,0.60471499
2011/9/29,83.07880367,41.87990878,0,1508,100,0,0,0,0,0,0,0,0,0,0,0,19475.95913,0,21565.58165,288.7840184,86171.14063,-0.85810887,-0.559920226,1.51E-06,0.069909998
2011/9/29,128.31,49.604,1,109,12,49,0,0,0,17,21,0,0,0,0,0,16263.26867,0,6098.381051,279.1942836,100454.2366,0.652788154,-2.125521387,0.000195015,0.60471499
2011/9/29,80.0636071,35.67946963,0,5390,30,0,0,0,0,19,0,0,0,0,51,0,123209.5263,0,15252.83298,261.8023638,53435.30915,-0.167299202,-0.198709243,0.000789673,0.009455
2011/9/29,125.363,47.638,1,225,0,100,0,0,0,0,0,0,0,0,0,0,27593.82258,0,18528.19414,280.2711138,99084.13616,0.139681458,-1.748726419,0.001994261,0.6691
2011/10/1,111.6163384,33.25371593,0,250,0,100,0,0,0,0,0,0,0,0,0,0,6391.023412,0.359985292,267.0917378,289.7160121,97736.47991,-0.37161713,-0.301582756,0.001330126,0.56427002
2011/10/1,128.172,49.683,1,119,0,70,0,0,0,23,7,0,0,0,0,0,23247.66945,0,7850.194095,279.5097395,99924.77345,1.328215752,-1.199070054,0.000128629,0.341755005
2011/10/1,124.389,47.327,1,148,15,40,0,0,0,39,2,0,4,0,0,0,33159.24197,0,3342.271159,280.7219413,99978.27233,1.372532146,-1.251293446,0.001676244,0.24076499
2011/10/1,129.2754749,45.98169294,0,182,0,0,92,0,8,0,0,0,0,0,0,0,3625.222475,0,3219.710051,282.0546831,99621.84375,2.124763812,0.494427408,0.000934239,0.42108501
2011/10/11,98.68325861,33.47024157,0,4694,0,8,0,0,0,92,0,0,0,0,0,0,90316.04193,0,49715.24134,266.0682809,58025.07422,1.799462557,0.858452982,0.000121974,0.254994995
2011/10/11,124.54,47.168,1,145,28,18,0,0,0,34,21,0,0,0,0,0,32749.06597,0,9552.344542,284.501273,99575.28683,1.587821339,0.506149194,0.000674384,0.291080005
2011/10/11,122.7802305,46.30063179,0,221,0,48,0,0,0,52,0,0,0,0,0,0,32093.02248,0,13530.17338,285.382891,98977.08482,1.779482322,0.156123728,0.000509679,0.267355005
2011/10/11,124.407,47.371,1,148,0,42,0,0,25,13,20,0,0,0,0,0,32773.08327,0,1245.077781,284.2619803,99531.94977,1.550425555,0.371786858,0.00071645,0.252169995
2011/10/21,109.1733761,19.47209872,0,89,0,63,21,0,15,0,0,0,0,0,0,0,10100.97497,0,9972.066355,297.1772112,100347.2288,-2.780302286,-0.380666017,0.000186504,0.74213501
2011/10/21,124.526,47.166,1,145,7,52,0,0,0,22,20,0,0,0,0,0,34312.80202,0,7964.424463,281.1065238,100109.1674,0.939120216,0.205557721,6.43E-05,0.285319995
2011/10/21,87.78872431,46.24959083,0,573,63,0,0,0,0,37,0,0,0,0,0,0,103763.1419,0,40889.69638,279.8331212,94973.61831,-0.769874564,-1.6184659,3.89E-05,0.105765002
2011/10/21,124.353,47.442,1,150,39,0,0,0,0,50,0,11,0,0,0,0,24240.77857,0,330.352634,280.65608,100070.6384,0.841753917,0.0927498,9.79E-05,0.252455005
2011/10/31,92.62829613,36.67176273,0,3275,100,0,0,0,0,0,0,0,0,0,0,0,72490.85922,0,79426.05825,270.5328936,65891.88281,0.222583353,0.849955846,7.18E-06,0.056615002
2011/10/31,127.694,34.824,1,24,0,0,0,0,19,0,81,0,0,0,0,0,0,10.62981796,1810.141526,289.5922634,101361.9967,-2.088220341,-1.986086539,0.000365554,0.58408999
2011/10/31,109.8998993,38.42836075,0,1231,36,11,0,0,0,31,0,0,0,22,0,0,4454.523792,0.663056135,30650.64301,281.463235,88215.51228,-1.007738318,3.753557546,0.00195237,0.200909998
2011/10/31,130.257,32.103,1,57,0,74,0,0,0,14,9,0,0,3,0,0,8659.214872,0,2076.634014,292.5774144,100106.0938,-2.286948068,-0.891734251,0.003942068,0.579829981
2011/11/10,109.3811523,35.71949521,0,902,0,77,0,0,0,23,0,0,0,0,0,0,4003.947642,0,26793.05963,278.8395037,90484.63281,-0.004836781,-0.312330029,0.000840659,0.32046499
2011/11/10,127.435,34.898,1,85,12,31,5,0,19,0,33,0,0,0,0,0,1840.094474,0.441356361,4366.158938,286.6274458,99810.32254,-0.603967837,-0.96275886,0.00091648,0.50023501
2011/11/10,79.10495417,35.89348751,0,4369,78,0,0,0,0,22,0,0,0,0,0,0,133726.4394,0,8506.264197,264.919111,55699.16797,0.208621996,1.209504579,6.07E-05,0.076329999
2011/11/10,130.276,32.104,1,1,0,100,0,0,0,0,0,0,0,0,0,0,8576.059962,0,1114.774607,290.4850115,99643.46094,-0.735859845,-1.852258482,0.00125588,0.51450498
2011/11/20,110.2277395,33.28272978,0,1338,0,24,38,0,5,0,32,0,0,0,0,0,17688.80017,0,20512.37569,280.3596932,90937.90402,-0.187269364,-0.458742487,0.001232622,0.49381499
2011/11/20,127.493,34.878,1,1,0,69,16,0,0,0,15,0,0,0,0,0,1784.168633,0.952008784,297.2080619,281.820622,100746.1819,0.997203546,-1.712202626,0.004699076,0.50023501
2011/11/20,110.7197703,24.68345274,0,197,0,29,0,6,21,0,37,0,0,7,0,0,6737.335136,0,3553.904958,292.8268345,99082.57589,-0.731519903,-0.564061293,2.78E-05,0.66675498
2011/11/20,130.282,32.109,1,0,14,22,0,0,0,0,0,43,21,0,0,0,8054.989108,0,246.2292909,287.5377372,100098.3415,0.523808369,-1.310920183,0.008310556,0.51450498
2011/11/30,127.578,34.866,1,23,7,40,12,0,12,0,29,0,0,0,0,0,966.9900589,2.499572277,1514.040067,282.6602217,101040.1808,-1.315323421,-2.304051127,0.003432745,0.45052002
2011/11/30,128.8928948,46.62952426,0,353,0,0,54,0,6,0,40,0,0,0,0,0,51835.30552,0,35543.26982,259.3864986,97174.01786,1.075571707,-0.251667359,6.80E-05,0.405205005
2011/11/30,127.8853681,48.42823537,0,423,0,0,11,0,0,0,89,0,0,0,0,0,130582.8798,0,71548.26803,257.6118818,97213.49331,1.226938397,0.19605454,0.000243267,0.372869995
2011/11/30,130.271,32.109,1,0,0,89,0,0,0,0,0,1,10,0,0,0,9246.019788,0,733.2909401,288.5056065,99719.68638,-1.251248334,-1.651079753,0.002717477,0.51450498
2011/12/10,93.52185226,30.26344102,0,5147,0,0,0,0,0,30,0,0,0,0,70,0,57174.30434,0,7101.471903,255.8288836,54989.71205,0.174799404,-0.204013424,0.000851623,-0.036539999
2011/12/10,127.51,34.866,1,0,29,20,0,0,9,14,0,29,0,0,0,0,4210.592682,0,0,275.8864484,101108.2132,1.778201129,-1.88880716,0.000136342,0.377394995
2011/12/10,102.7263,33.33456185,0,3540,0,40,0,0,0,60,0,0,0,0,0,0,40615.50994,0,6662.976996,257.367776,66360.95089,0.890668792,0.57943442,0.000855753,0.31451001
2011/12/10,130.251,32.108,1,57,0,74,0,0,0,14,9,0,0,3,0,0,9001.155828,0,1739.435281,282.5044948,100268.7701,0.374824537,-3.673063823,0.002358397,0.4955
2011/12/20,110.9302843,21.90166017,0,50,0,55,4,41,0,0,0,0,0,0,0,0,655.8536039,0.461918533,14932.20134,289.0744542,101100.9275,-1.033115378,-1.290868944,2.31E-07,0.72171001
2011/12/20,127.413,34.901,1,185,0,0,32,0,4,0,64,0,0,0,0,0,4222.667193,0,3386.001128,272.584647,100578.7701,1.604858696,-2.122610807,2.87E-05,0.48475
2011/12/20,84.6874859,41.5726832,0,919,91,0,0,0,0,0,0,0,0,9,0,0,40757.02528,0,28595.45742,266.4487828,92833.10491,1.188234704,0.994107478,4.14E-06,0.069304999
2011/12/20,130.168,32.085,1,0,0,46,0,0,4,0,7,44,0,0,0,0,7187.263475,0.116556451,0,281.2248579,101691.1607,0.13398311,-4.916024004,0.00022405,0.71413501
2011/12/30,82.72444823,39.04308207,0,1112,100,0,0,0,0,0,0,0,0,0,0,0,52173.35326,0,195084.8243,262.4284886,90034.33036,-0.673475295,0.749961805,2.27E-07,0.055359998
2011/12/30,127.524,34.853,1,0,0,24,0,0,0,10,10,51,0,6,0,0,5161.436689,0.991676569,0,272.890734,101326.5123,1.47607106,-1.822240489,4.52E-05,0.377394995
2011/12/30,108.7128662,19.07195946,0,12,0,83,0,0,0,0,0,0,0,0,0,17,2942.649767,1.010503054,103.1264235,293.2012111,100849.4409,-3.165378145,-3.005294008,8.31E-05,0.522204981
2011/12/30,130.314,32.093,1,10,0,80,4,0,11,0,6,0,0,0,0,0,4239.479927,0,1730.165356,280.5270081,100480.9498,-0.28274669,-2.764031734,0.000230593,0.4955
2012/1/1,100.4366955,27.16495771,0,1449,0,24,0,0,4,0,14,0,0,58,0,0,19908.97794,0,26378.76891,280.2425493,75551.30246,0.513078945,0.459947096,0.000662486,0.596754981
2012/1/1,127.523,34.869,1,13,9,34,0,0,10,0,7,12,27,0,0,0,4335.43612,1.090467334,0,272.6340027,101115.3014,2.101052182,-2.19175727,8.13E-05,0.37625
2012/1/1,130.264,32.098,1,1,0,80,0,0,0,0,20,0,0,0,0,0,8467.896064,0,2369.521409,280.0635637,100265.0223,0.654722512,-3.659096496,0.000652541,0.48246001
2012/1/1,131.274664,47.54437053,0,63,42,54,0,0,0,0,0,0,0,0,0,4,7025.246033,0,21195.28758,251.835641,101900.7712,2.003012734,-1.405832401,2.95E-05,0.086179999
2012/1/11,101.6492573,42.34443656,0,1028,100,0,0,0,0,0,0,0,0,0,0,0,51372.07357,0,36688.87364,260.4937134,91275.20982,-0.88299935,0.008207902,0,0.067320001
2012/1/11,127.518,34.889,1,3,0,73,13,0,0,0,14,0,0,0,0,0,3083.954458,1.558174014,1003.388977,272.995479,101288.0234,1.879873531,-2.071627327,7.96E-06,0.37625
